0	0	500	0
1.27E-08	1.54E-18	500	3.63E-10
7.64E-08	3.33E-16	500	1.31E-08
3.95E-07	4.59E-14	500	3.48E-07
1.99E-06	5.84E-12	500	8.82E-06
9.95E-06	7.33E-10	500	0.000221119
4.98E-05	9.17E-08	500	0.005527107
0.000248775	1.14E-05	500	0.137729617
0.001243887	0.001411226	500	3.385528572
0.005675156	0.126441734	500	65.13293966
0.014247888	1.772710397	500	347.1297655
0.026548569	9.475849707	500	916.6845917
0.042322151	29.33536673	500	1558.34934
0.060421539	61.23808799	500	1888.454463
0.081714161	101.010348	500	1783.242624
0.103003184	135.7428428	500	1473.785192
0.126831143	167.2693954	500	1198.223507
0.16256347	206.6029968	500	1038.331437
0.192714475	236.9179665	500	970.3840763
0.227958187	269.2879542	500	861.6355464
0.273968272	305.4784013	500	717.7980903
0.317789164	334.4926981	500	610.3487334
0.383996307	370.3955527	500	478.0172216
0.453943063	399.9017993	500	369.3601757
0.527668732	423.7622862	500	281.8908057
0.612984658	444.3602154	500	209.8375881
0.661233469	453.4545386	500	171.0250211
0.70948228	461.0283641	500	143.8018561
0.777990971	469.7415454	500	111.506427
0.858067977	477.4969349	500	82.41298525
0.938144983	483.2944443	500	60.59838902
1.007209994	487.0552573	500	48.34543119
1.070313491	489.7189028	500	38.79254549
1.135421253	491.9068588	500	30.41272128
1.200529015	493.6356037	500	23.63700003
1.275005628	495.1618299	500	17.6722481
1.370565761	496.5875414	500	7.643658684
1.416680484	497.1077199	500	11.89869239
1.462795206	497.5921729	500	9.063719826
1.526669675	498.0928659	500	7.242481022
1.626135965	498.6404432	500	7.587620446
1.678743329	498.9180845	500	3.982215273
1.731350693	499.1045117	500	3.278964005
1.845286589	499.4237002	500	1.221096625
1.906280538	499.5361523	500	1.582641326
1.967274486	499.6264095	500	1.40413072
2.063346249	499.7395803	500	1.610249335
2.125370426	499.7872963	500	1.050081541
2.187394603	499.8317069	500	0.665320912
2.273620993	499.870971	500	0.368955617
2.350805469	499.9045839	500	-0.56880002
